sentiment,Tweet
negative,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here
negative,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
negative,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?
negative,@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible
negative,@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins)
negative,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface"
negative,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr"
negative,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?
negative,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
negative,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help"
negative,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. We are done flying #UnitedAirlines.
negative,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral."
negative,"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too."
negative,@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.
negative,@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.
negative,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.
negative,@AmericanAir @kaps12 this is an international airline that experienced record profits last quarter. But they can't staff a call center
negative,"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!"
negative,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...
negative,@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?
negative,"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!"
negative,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet"
negative,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks"
negative,@SouthwestAir - 800 is not int'l friendly
negative,@AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help. #nothappy
negative,"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS"
negative,@united just tried to log in and was told e-mail log in not currently available
negative,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.
negative,@united understanding the situation we waited and it was opened until 10:30pm
negative,@USAirways DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.
negative,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.
negative,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....
negative,@jetblue rqstd upgrade to mint at LAX and was told no because i used points! Why turn down $1600 bcz I used points? #trueblue
negative,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!
negative,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!
negative,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
negative,@AmericanAir You lost a customer today. Flight today was Cancelled Flightled and I had to find out by calling customer service yesterday.
negative,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j
negative,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do
negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
negative,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical."
negative,@SouthwestAir stop ur bs promos of ✈️anywhere starting at 79$ I click and everywhere I'd fly=130$ The only place thats 79$ is CLE #NoThanks
negative,@SouthwestAir 😅 you won't let me change my reservation online so now I'm just wasting my time. http://t.co/mHA3xXaeD5
negative,@SouthwestAir Pls help. On hold 4 long time now. Travelling 4 business and flight 2 ORF from MCI was Cancelled Flightled.  Need to get out there ASAP.
negative,"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?"
negative,@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with
negative,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.
negative,"@AmericanAir but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform."
negative,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩
negative,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
negative,@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons
negative,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.
negative,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?
negative,"@USAirways US 728 Uh oh, no gate. Now truck will come to us."
negative,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?
negative,"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back"
negative,"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!"
negative,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload
negative,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD"
negative,"@USAirways I've been on hold for 35 mins to sort out my reservation out of sync message when trying to check in, what's wrong?!?"
negative,"@AmericanAir ""sorry you were disappointed"" #outoftouchwithreality #people have kids and jobs"
negative,@JetBlue being told by this guy that he will not help us sit next to our 5 and 8 year old on the flight. #jetblue http://t.co/49FLbgzZkd
negative,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise"
negative,"@USAirways why don't you hire people to deal with the call volume, this is absolute garbage #incompetent"
negative,"@USAirways never flying #USAirways again. Horrible experience, terrible customer service."
negative,@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?
negative,@USAirways enormous lines at customer service and two agents what kind of service is that .. http://t.co/ffanixJhwh
negative,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm
negative,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me
negative,"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection"
negative,@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.
negative,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
negative,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.
negative,"@united I'm counting on you, please don't let me down! #delayed #again #needtocatchmynextflight #alreadyrebookedonce"
negative,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und
negative,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???
negative,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated
negative,@USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection
negative,@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?
negative,@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?
negative,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
negative,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice
negative,"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!"
negative,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785
negative,@SouthwestAir is seriously THE WORST. I don't remember the last time I or someone I knew had a flight that wasn't delayed / Cancelled Flightled / etc!
negative,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!"
negative,@AmericanAir no email no phone call no nothing. You've screwed with my flight and my family/Friends flights. You Cancelled Flighted reservations for
negative,"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham."
negative,@AmericanAir two Cancelled Flightled LGA flights. Both by @Delta took off. Looks like I have a new carrier @Delta!
negative,"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on"
negative,@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...
negative,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali
negative,@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse
negative,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.
negative,"@AmericanAir next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in"
negative,@AmericanAir no private msg me and will provide details...u really need customer svc training for your staff
negative,@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE
negative,@united I sent my details to the customer care link you sent me almost a month ago and no response.
negative,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c
negative,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox."
negative,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief
negative,@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ
negative,@united or you'll Cancelled Flight my flight like you just did
negative,@AmericanAir right on cue with the delays👌
negative,@AmericanAir LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.
negative,@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt
negative,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed"
negative,@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice
negative,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice"
negative,@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible
negative,@USAirways Cancelled Flightled flight 1796 baggage held hostage at CHL. No communication.
negative,@SouthwestAir Flight 4110 MCO to ISP delayed. Any details on why?
negative,@AmericanAir that's unacceptable
negative,@USAirways 13 years of Naval Service and I run the travel department for all my commands...
negative,"@SouthwestAir that's gotta be a new record: 4 hrs in the air, 11 hrs waiting and 0 bags delivered to destination."
negative,"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑"
negative,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
negative,@JetBlue that sucks. Oh well.
negative,"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm."
negative,@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land
negative,@JetBlue can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...
negative,@united that would have been nice earlier  today. Too Late Flight now. I hope.
negative,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.
negative,"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!"
negative,"@united I was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport.  How will you make this right?"
negative,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!
negative,@USAirways always letting me down. 👊
negative,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help
negative,@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle
negative,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger"
negative,@united sucks.
negative,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!
negative,@USAirways what's wrong with the plane? Flt 581
negative,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
negative,@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.
negative,@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated
negative,@USAirways Cancelled Flightled our original flight to aruba. Now on the way home we were told we don't have seats. Never flying @usairways again
negative,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?
negative,@USAirways it's unacceptable the way your agents at the gate treat paying customers!!!
negative,@USAirways Your app and website are trash AF.
negative,"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion"
negative,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!"
negative,@JetBlue im still waiting??? No answer!!
negative,@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks
negative,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.
negative,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒
negative,@USAirways if one with @AmericanAir why can't you use American miles????
negative,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta"
negative,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.
negative,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
negative,@USAirways 45 minutes on hold no help
negative,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia
negative,"@united #customerservice at @Dulles_Airport could not be worse. I get the bad weather, but this is awful."
negative,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system."
negative,@united over an hour stuck and still not off the plane. Total failure by you and your partners in ensuring the best customer experience.
negative,"@united sorry, I hate united. i won't get to see my family until Thursday"
negative,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
negative,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours..."
negative,@JetBlue thanks for the heads up about the 2 hour delay #sarcasm #patienceiswearingthin #woof
negative,@AmericanAir why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.
negative,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
negative,"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable."
negative,@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP
negative,@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines
negative,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels
negative,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.
negative,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
negative,@AmericanAir what kind if airlines do you guys run? The people that got in line first received hotel vouchers? Terrible customer service!
negative,@USAirways Has the most useless &amp; Rude employees ever at Philadelphia airport never again will I fly with them ! 😤
negative,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr
negative,@SouthwestAir can't DM you without you following me...
negative,"@united I received 1 bag last night, I am still missing the other one."
negative,@AmericanAir narrowly made standby...lots of snags this trip!
negative,"@AmericanAir Not okay. Since you couldn't put me on an earlier flight, I had to buy my own ticket on another airline."
negative,@SouthwestAir no but seriously wtf? #nochill http://t.co/esd3XD5V1r
negative,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?"
negative,@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.
negative,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
negative,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.
negative,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.
negative,@united ...and when that doesn't work...
negative,"@AmericanAir No, had already waited an hour for it and wanted to get home."
negative,@AmericanAir @nrosenb1 it says changes can't be made online
negative,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed
negative,"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle."
negative,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?
negative,"@JetBlue said they haven't started looking for it, gave me a $25-$100 limit. In NYC at the Waldorf Astoria and can't find $100 outfit. 😒"
negative,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing
negative,@SouthwestAir you're 4/4 on blowing it with your customer service. Shotwest Airlines.
negative,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
negative,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f
negative,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.
negative,"@JetBlue I know, but I wanted to pass it along. Not good for the ""T5 experience"" esp for someone who flies 2-3 times a month."
negative,@united this customer service experience will be tweeted for quality assurance.
negative,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.
negative,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best."
negative,@united right... Are you guys charging for the air we breathe next?
negative,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?
negative,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?
negative,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2"
negative,@AmericanAir I understand that but I'm hoping I can rectify this in advance. I would call but I am in AUH. I just need my one checked bag.
negative,@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.
negative,"@AmericanAir sorry so Late Flight, responded to your DM."
negative,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today."
negative,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
negative,@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
negative,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?
negative,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.
negative,@JetBlue seriously? System down? No IT?
negative,@USAirways left us. had to stay on other flight until they got bags off. This sucks. Had to run with a baby and bags!
negative,@united stay more than 24h traveling ans sleeping on the airports floor
negative,@united Finally I get the right response. United must check this issue. UA 1514 EWR to PUJ on Friday 02/20/15.
negative,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it
negative,"@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs"
negative,@USAirways i thought @united was the worst airline but nah. You guys are far worse. Is @Delta the only decent airline out there?
negative,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA
negative,@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.
negative,@JetBlue 117 days maybe.
negative,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
negative,@AmericanAir still waiting on a dm response..... #sloooowresponses
negative,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!
negative,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about
negative,@USAirways headed to NYC from CLT. Funny to hear all phones ring at once and then the entire plane groan (has happened twice more).
negative,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/"
negative,@USAirways what is happening with flight 1701 from BOS to PHL? Daughter and her fiancée are stuck in BOS!
negative,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.
negative,"@united all good, didn't die or anything. As they say ""you get what you pay for""!"
negative,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more
negative,"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive."
negative,@SouthwestAir plane switch on 636 meant A= back of plane #disappointed
negative,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
negative,@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.
negative,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
negative,@united you are making me miss big snow in Montana. Not cool.
negative,"@USAirways No. Just felt that you could do better in making the emails feel a little less of “We don’t care. We’re automated."""
negative,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?"
negative,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7
negative,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt
negative,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong
negative,@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn
negative,@USAirways pure anarchy on flight 555 to SLC. People walking in with nothing packed in bags with arms full of stuff. #getittogether
negative,@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!
negative,"@VirginAmerica seriously would pay $30 a flight for seats that didn't have this playing.
it's really the only bad thing about flying VA"
negative,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am"
negative,@USAirways not patient - originally 11:51 and now 4:41.
negative,@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.
negative,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service."
negative,"@AmericanAir I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen"
negative,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable"
negative,@USAirways I ask for reimbursement maybe miles added to my account for my inconvenience and for the money that I had to spend
negative,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
negative,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!
negative,"@USAirways Bravo handling MSP to PHX # 2023 today. Delayed, Late Flightr Cancelled Flightled. Missed surprise 60th bday which was reason for trip.Never again"
negative,"@SouthwestAir doesn't want to deal with me, but the world might want to know how they are treating their customers: http://t.co/sKKewqhssG"
negative,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
negative,@united or did you mean 24-26?
negative,"@AmericanAir yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding."
negative,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management
negative,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.
negative,"@southwestair Landed an hour Late Flight from IND to DEN, and 40+ min Late Flightr, our bags are not here. Not cool."
negative,@USAirways how about an update with real information?still waiting on Tarmac in Philadelphia.
negative,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.
negative,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!
positive,"@SouthwestAir is really stepping up their ""service""🐩 http://t.co/VQTyza6Mzu"
positive,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!
positive,"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )"
positive,".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future"
positive,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
positive,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
positive,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic."
positive,@AmericanAir You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.
positive,@united nope all set. Thx for checking.
positive,@USAirways thanks
positive,@united Thank you for responding so quickly with a helpful tool! @dustyob
positive,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US."
positive,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_
positive,"@united all goods, I'll call tomorrow, thanks."
positive,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,@united appreciate the sentiment and you were able to get me off the ground;still missed connection
positive,@SouthwestAir first time flying with you. You've definitely won me over!
positive,@VirginAmerica Have a great week 🌞✈
positive,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock"
positive,"@AmericanAir although you have no control of the weather, you came through with a great customer service"
positive,"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!"
positive,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!"
positive,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;)
positive,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!"
positive,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK
positive,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!
positive,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
positive,"@JetBlue OK, thank you."
positive,@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!
